date,product_id,stock_level,stock_before_sale,reorder_triggered,order_quantity
2023-12-10,SKU_0019,35305,35557,0,0
2023-12-12,SKU_0019,34970,35305,0,0
2023-12-13,SKU_0019,34647,34970,0,0
2023-12-14,SKU_0019,34390,34647,0,0
2023-12-15,SKU_0019,34055,34390,0,0
2023-12-16,SKU_0019,33762,34055,0,0
2023-12-17,SKU_0019,33447,33762,0,0
2023-12-18,SKU_0019,33202,33447,0,0
2023-12-19,SKU_0019,32914,33202,0,0
2023-12-20,SKU_0019,32564,32914,0,0
2023-12-21,SKU_0019,32286,32564,0,0
2023-12-22,SKU_0019,31958,32286,0,0
2023-12-23,SKU_0019,31707,31958,0,0
2023-12-24,SKU_0019,30636,31707,0,0
2023-12-25,SKU_0019,29639,30636,0,0
2023-12-27,SKU_0019,29355,29639,0,0
2023-12-28,SKU_0019,29095,29355,0,0
2023-12-30,SKU_0019,28738,29095,0,0
2023-12-31,SKU_0019,28378,28738,0,0
2024-01-01,SKU_0019,27674,28378,0,0
2024-01-02,SKU_0019,27206,27674,0,0
2024-01-03,SKU_0019,26825,27206,0,0
2024-01-04,SKU_0019,26357,26825,0,0
2024-01-05,SKU_0019,25404,26357,0,0
2024-01-06,SKU_0019,24338,25404,0,0
2024-01-07,SKU_0019,23916,24338,0,0
2024-01-08,SKU_0019,23579,23916,0,0
2024-01-10,SKU_0019,22575,23579,0,0
2024-01-11,SKU_0019,21432,22575,0,0
2024-01-12,SKU_0019,21067,21432,0,0
2024-01-13,SKU_0019,19910,21067,0,0
2024-01-14,SKU_0019,19516,19910,0,0
2024-01-15,SKU_0019,19023,19516,0,0
2024-01-16,SKU_0019,18568,19023,0,0
2024-01-17,SKU_0019,18073,18568,0,0
2024-01-18,SKU_0019,17607,18073,0,0
2024-01-19,SKU_0019,17179,17607,0,0
2024-01-20,SKU_0019,16687,17179,0,0
2024-01-22,SKU_0019,16273,16687,0,0
2024-01-23,SKU_0019,15867,16273,0,0
2024-01-24,SKU_0019,15493,15867,0,0
2024-01-25,SKU_0019,15028,15493,0,0
2024-01-26,SKU_0019,14606,15028,0,0
2024-01-27,SKU_0019,36699,14606,1,22602
2024-01-28,SKU_0019,36355,36699,0,0
2024-01-29,SKU_0019,35857,36355,0,0
2024-01-30,SKU_0019,35477,35857,0,0
2024-01-31,SKU_0019,35009,35477,0,0
2024-02-01,SKU_0019,34461,35009,0,0
2024-02-02,SKU_0019,33994,34461,0,0
2024-02-03,SKU_0019,33483,33994,0,0
2024-02-05,SKU_0019,33017,33483,0,0
2024-02-06,SKU_0019,32580,33017,0,0
2024-02-07,SKU_0019,31995,32580,0,0
2024-02-08,SKU_0019,31489,31995,0,0
2024-02-09,SKU_0019,31062,31489,0,0
2024-02-10,SKU_0019,30640,31062,0,0
2024-02-11,SKU_0019,30110,30640,0,0
2024-02-12,SKU_0019,29545,30110,0,0
2024-02-13,SKU_0019,29036,29545,0,0
2024-02-14,SKU_0019,27314,29036,0,0
2024-02-15,SKU_0019,26876,27314,0,0
2024-02-16,SKU_0019,26425,26876,0,0
2024-02-17,SKU_0019,25887,26425,0,0
2024-02-18,SKU_0019,25450,25887,0,0
2024-02-19,SKU_0019,24839,25450,0,0
2024-02-20,SKU_0019,24234,24839,0,0
2024-02-21,SKU_0019,23690,24234,0,0
2024-02-22,SKU_0019,23127,23690,0,0
2024-02-23,SKU_0019,22523,23127,0,0
2024-02-25,SKU_0019,22059,22523,0,0
2024-02-26,SKU_0019,21603,22059,0,0
2024-02-27,SKU_0019,21037,21603,0,0
2024-02-28,SKU_0019,20432,21037,0,0
2024-02-29,SKU_0019,19889,20432,0,0
2024-03-02,SKU_0019,19289,19889,0,0
2024-03-03,SKU_0019,18813,19289,0,0
2024-03-04,SKU_0019,17153,18813,0,0
2024-03-05,SKU_0019,15486,17153,0,0
2024-03-06,SKU_0019,36655,15486,1,22602
2024-03-07,SKU_0019,36000,36655,0,0
2024-03-08,SKU_0019,34260,36000,0,0
2024-03-09,SKU_0019,32215,34260,0,0
2024-03-10,SKU_0019,30237,32215,0,0
2024-03-11,SKU_0019,29657,30237,0,0
2024-03-12,SKU_0019,29146,29657,0,0
2024-03-13,SKU_0019,28495,29146,0,0
2024-03-14,SKU_0019,27893,28495,0,0
2024-03-15,SKU_0019,27325,27893,0,0
2024-03-16,SKU_0019,26768,27325,0,0
2024-03-17,SKU_0019,26085,26768,0,0
2024-03-18,SKU_0019,25418,26085,0,0
2024-03-19,SKU_0019,24954,25418,0,0
2024-03-20,SKU_0019,24319,24954,0,0
2024-03-21,SKU_0019,23637,24319,0,0
2024-03-22,SKU_0019,23053,23637,0,0
2024-03-23,SKU_0019,22427,23053,0,0
2024-03-24,SKU_0019,21848,22427,0,0
2024-03-26,SKU_0019,21299,21848,0,0
2024-03-27,SKU_0019,20625,21299,0,0
2024-03-28,SKU_0019,20005,20625,0,0
2024-03-29,SKU_0019,19378,20005,0,0
2024-03-30,SKU_0019,18745,19378,0,0
2024-03-31,SKU_0019,18097,18745,0,0
2024-04-01,SKU_0019,17442,18097,0,0
2024-04-02,SKU_0019,16836,17442,0,0
2024-04-03,SKU_0019,16328,16836,0,0
2024-04-04,SKU_0019,15819,16328,0,0
2024-04-05,SKU_0019,15202,15819,0,0
2024-04-06,SKU_0019,14732,15202,0,0
2024-04-07,SKU_0019,14212,14732,0,0
2024-04-08,SKU_0019,35461,14212,1,22602
2024-04-09,SKU_0019,31589,35461,0,0
2024-04-10,SKU_0019,30107,31589,0,0
2024-04-11,SKU_0019,28397,30107,0,0
2024-04-12,SKU_0019,26986,28397,0,0
2024-04-13,SKU_0019,25226,26986,0,0
2024-04-14,SKU_0019,23628,25226,0,0
2024-04-15,SKU_0019,23124,23628,0,0
2024-04-16,SKU_0019,22600,23124,0,0
2024-04-17,SKU_0019,21004,22600,0,0
2024-04-18,SKU_0019,20395,21004,0,0
2024-04-19,SKU_0019,19778,20395,0,0
2024-04-20,SKU_0019,19165,19778,0,0
2024-04-21,SKU_0019,18682,19165,0,0
2024-04-22,SKU_0019,18019,18682,0,0
2024-04-23,SKU_0019,17437,18019,0,0
2024-04-24,SKU_0019,16967,17437,0,0
2024-04-25,SKU_0019,15570,16967,0,0
2024-04-26,SKU_0019,36575,15570,1,22602
2024-04-27,SKU_0019,34798,36575,0,0
2024-04-28,SKU_0019,33147,34798,0,0
2024-04-29,SKU_0019,32589,33147,0,0
2024-04-30,SKU_0019,32047,32589,0,0
2024-05-01,SKU_0019,31580,32047,0,0
2024-05-02,SKU_0019,31047,31580,0,0
2024-05-04,SKU_0019,30663,31047,0,0
2024-05-05,SKU_0019,30222,30663,0,0
2024-05-06,SKU_0019,29727,30222,0,0
2024-05-07,SKU_0019,29338,29727,0,0
2024-05-08,SKU_0019,28891,29338,0,0
2024-05-09,SKU_0019,28439,28891,0,0
2024-05-10,SKU_0019,28044,28439,0,0
2024-05-11,SKU_0019,27512,28044,0,0
2024-05-12,SKU_0019,27028,27512,0,0
2024-05-13,SKU_0019,26518,27028,0,0
2024-05-14,SKU_0019,26107,26518,0,0
2024-05-15,SKU_0019,25559,26107,0,0
2024-05-16,SKU_0019,25107,25559,0,0
2024-05-17,SKU_0019,24717,25107,0,0
2024-05-18,SKU_0019,24192,24717,0,0
2024-05-19,SKU_0019,23742,24192,0,0
2024-05-20,SKU_0019,23362,23742,0,0
2024-05-21,SKU_0019,22859,23362,0,0
2024-05-22,SKU_0019,22357,22859,0,0
2024-05-23,SKU_0019,21844,22357,0,0
2024-05-24,SKU_0019,21353,21844,0,0
2024-05-25,SKU_0019,20965,21353,0,0
2024-05-26,SKU_0019,20434,20965,0,0
2024-05-27,SKU_0019,19999,20434,0,0
2024-05-28,SKU_0019,19608,19999,0,0
2024-05-29,SKU_0019,18315,19608,0,0
2024-05-30,SKU_0019,16937,18315,0,0
2024-05-31,SKU_0019,15376,16937,0,0
2024-06-01,SKU_0019,14999,15376,0,0
2024-06-02,SKU_0019,14656,14999,0,0
2024-06-03,SKU_0019,14325,14656,0,0
2024-06-04,SKU_0019,36518,14325,1,22602
2024-06-05,SKU_0019,36185,36518,0,0
2024-06-06,SKU_0019,35892,36185,0,0
2024-06-07,SKU_0019,35486,35892,0,0
2024-06-08,SKU_0019,35127,35486,0,0
2024-06-09,SKU_0019,34791,35127,0,0
2024-06-10,SKU_0019,34497,34791,0,0
2024-06-11,SKU_0019,34129,34497,0,0
2024-06-12,SKU_0019,33730,34129,0,0
2024-06-13,SKU_0019,33394,33730,0,0
2024-06-14,SKU_0019,32992,33394,0,0
2024-06-15,SKU_0019,32576,32992,0,0
2024-06-16,SKU_0019,32188,32576,0,0
2024-06-18,SKU_0019,31851,32188,0,0
2024-06-19,SKU_0019,31529,31851,0,0
2024-06-20,SKU_0019,31121,31529,0,0
2024-06-21,SKU_0019,30791,31121,0,0
2024-06-22,SKU_0019,30508,30791,0,0
2024-06-23,SKU_0019,30163,30508,0,0
2024-06-24,SKU_0019,29874,30163,0,0
2024-06-25,SKU_0019,29580,29874,0,0
2024-06-26,SKU_0019,29298,29580,0,0
2024-06-27,SKU_0019,28967,29298,0,0
2024-06-28,SKU_0019,28659,28967,0,0
2024-06-29,SKU_0019,28323,28659,0,0
2024-06-30,SKU_0019,28042,28323,0,0
2024-07-01,SKU_0019,27231,28042,0,0
2024-07-02,SKU_0019,26997,27231,0,0
2024-07-03,SKU_0019,26199,26997,0,0
2024-07-04,SKU_0019,24677,26199,0,0
2024-07-05,SKU_0019,24392,24677,0,0
2024-07-06,SKU_0019,23712,24392,0,0
2024-07-07,SKU_0019,22980,23712,0,0
2024-07-08,SKU_0019,22757,22980,0,0
2024-07-09,SKU_0019,22477,22757,0,0
2024-07-10,SKU_0019,22239,22477,0,0
2024-07-11,SKU_0019,22005,22239,0,0
2024-07-12,SKU_0019,21792,22005,0,0
2024-07-13,SKU_0019,21584,21792,0,0
2024-07-15,SKU_0019,21348,21584,0,0
2024-07-16,SKU_0019,21079,21348,0,0
2024-07-17,SKU_0019,20810,21079,0,0
2024-07-18,SKU_0019,20576,20810,0,0
2024-07-19,SKU_0019,20330,20576,0,0
2024-07-20,SKU_0019,20112,20330,0,0
2024-07-21,SKU_0019,19881,20112,0,0
2024-07-22,SKU_0019,19609,19881,0,0
2024-07-23,SKU_0019,18983,19609,0,0
2024-07-24,SKU_0019,18303,18983,0,0
2024-07-25,SKU_0019,17622,18303,0,0
2024-07-26,SKU_0019,16866,17622,0,0
2024-07-27,SKU_0019,16625,16866,0,0
2024-07-28,SKU_0019,16406,16625,0,0
2024-07-29,SKU_0019,16163,16406,0,0
2024-07-30,SKU_0019,15934,16163,0,0
2024-07-31,SKU_0019,15694,15934,0,0
2024-08-01,SKU_0019,15565,15694,0,0
2024-08-02,SKU_0019,15391,15565,0,0
2024-08-03,SKU_0019,15219,15391,0,0
2024-08-04,SKU_0019,15067,15219,0,0
2024-08-05,SKU_0019,14886,15067,0,0
2024-08-06,SKU_0019,14707,14886,0,0
2024-08-07,SKU_0019,14576,14707,0,0
2024-08-08,SKU_0019,14387,14576,0,0
2024-08-09,SKU_0019,14253,14387,0,0
2024-08-10,SKU_0019,36683,14253,1,22602
2024-08-11,SKU_0019,36534,36683,0,0
2024-08-12,SKU_0019,36389,36534,0,0
2024-08-13,SKU_0019,36239,36389,0,0
2024-08-14,SKU_0019,35732,36239,0,0
2024-08-15,SKU_0019,35265,35732,0,0
2024-08-16,SKU_0019,34811,35265,0,0
2024-08-17,SKU_0019,34283,34811,0,0
2024-08-18,SKU_0019,33830,34283,0,0
2024-08-19,SKU_0019,33673,33830,0,0
2024-08-20,SKU_0019,33495,33673,0,0
2024-08-21,SKU_0019,33350,33495,0,0
2024-08-22,SKU_0019,33188,33350,0,0
2024-08-23,SKU_0019,33037,33188,0,0
2024-08-24,SKU_0019,32880,33037,0,0
2024-08-25,SKU_0019,32696,32880,0,0
2024-08-26,SKU_0019,32538,32696,0,0
2024-08-27,SKU_0019,32358,32538,0,0
2024-08-28,SKU_0019,32204,32358,0,0
2024-08-29,SKU_0019,32030,32204,0,0
2024-08-30,SKU_0019,31874,32030,0,0
2024-08-31,SKU_0019,31701,31874,0,0
2024-09-01,SKU_0019,31580,31701,0,0
2024-09-02,SKU_0019,31466,31580,0,0
2024-09-03,SKU_0019,31354,31466,0,0
2024-09-04,SKU_0019,31000,31354,0,0
2024-09-05,SKU_0019,30712,31000,0,0
2024-09-06,SKU_0019,30367,30712,0,0
2024-09-07,SKU_0019,30252,30367,0,0
2024-09-08,SKU_0019,30133,30252,0,0
2024-09-09,SKU_0019,30004,30133,0,0
2024-09-10,SKU_0019,29865,30004,0,0
2024-09-11,SKU_0019,29752,29865,0,0
2024-09-12,SKU_0019,29624,29752,0,0
2024-09-13,SKU_0019,29519,29624,0,0
2024-09-14,SKU_0019,29382,29519,0,0
2024-09-15,SKU_0019,29238,29382,0,0
2024-09-16,SKU_0019,29119,29238,0,0
2024-09-17,SKU_0019,29012,29119,0,0
2024-09-18,SKU_0019,28897,29012,0,0
2024-09-19,SKU_0019,28759,28897,0,0
2024-09-20,SKU_0019,28624,28759,0,0
2024-09-21,SKU_0019,28508,28624,0,0
2024-09-22,SKU_0019,28396,28508,0,0
2024-09-23,SKU_0019,27938,28396,0,0
2024-09-24,SKU_0019,27802,27938,0,0
2024-09-25,SKU_0019,27419,27802,0,0
2024-09-26,SKU_0019,26984,27419,0,0
2024-09-27,SKU_0019,26605,26984,0,0
2024-09-29,SKU_0019,26166,26605,0,0
2024-09-30,SKU_0019,26047,26166,0,0
2024-10-01,SKU_0019,25887,26047,0,0
2024-10-02,SKU_0019,25763,25887,0,0
2024-10-03,SKU_0019,25592,25763,0,0
2024-10-04,SKU_0019,25469,25592,0,0
2024-10-05,SKU_0019,25291,25469,0,0
2024-10-06,SKU_0019,25149,25291,0,0
2024-10-07,SKU_0019,24984,25149,0,0
2024-10-08,SKU_0019,24814,24984,0,0
2024-10-09,SKU_0019,24659,24814,0,0
2024-10-10,SKU_0019,24477,24659,0,0
2024-10-11,SKU_0019,24307,24477,0,0
2024-10-12,SKU_0019,24137,24307,0,0
2024-10-13,SKU_0019,24000,24137,0,0
2024-10-14,SKU_0019,23829,24000,0,0
2024-10-15,SKU_0019,23683,23829,0,0
2024-10-16,SKU_0019,23126,23683,0,0
2024-10-17,SKU_0019,22979,23126,0,0
2024-10-18,SKU_0019,22845,22979,0,0
2024-10-19,SKU_0019,22412,22845,0,0
2024-10-20,SKU_0019,22033,22412,0,0
2024-10-21,SKU_0019,21886,22033,0,0
2024-10-23,SKU_0019,21745,21886,0,0
2024-10-24,SKU_0019,21614,21745,0,0
2024-10-25,SKU_0019,21471,21614,0,0
2024-10-26,SKU_0019,21285,21471,0,0
2024-10-27,SKU_0019,21100,21285,0,0
2024-10-28,SKU_0019,20918,21100,0,0
2024-10-29,SKU_0019,20779,20918,0,0
2024-10-30,SKU_0019,20644,20779,0,0
2024-10-31,SKU_0019,19415,20644,0,0
2024-11-01,SKU_0019,18730,19415,0,0
2024-11-02,SKU_0019,18129,18730,0,0
2024-11-03,SKU_0019,17863,18129,0,0
2024-11-04,SKU_0019,17622,17863,0,0
2024-11-05,SKU_0019,17389,17622,0,0
2024-11-06,SKU_0019,17169,17389,0,0
2024-11-07,SKU_0019,16957,17169,0,0
2024-11-08,SKU_0019,16754,16957,0,0
2024-11-09,SKU_0019,16488,16754,0,0
2024-11-10,SKU_0019,16305,16488,0,0
2024-11-11,SKU_0019,16050,16305,0,0
2024-11-12,SKU_0019,15772,16050,0,0
2024-11-13,SKU_0019,15566,15772,0,0
2024-11-14,SKU_0019,15315,15566,0,0
2024-11-15,SKU_0019,15111,15315,0,0
2024-11-16,SKU_0019,14870,15111,0,0
2024-11-17,SKU_0019,14629,14870,0,0
2024-11-18,SKU_0019,14418,14629,0,0
2024-11-19,SKU_0019,14141,14418,0,0
2024-11-20,SKU_0019,36538,14141,1,22602
2024-11-21,SKU_0019,36297,36538,0,0
2024-11-22,SKU_0019,36047,36297,0,0
2024-11-23,SKU_0019,35225,36047,0,0
2024-11-24,SKU_0019,34373,35225,0,0
2024-11-25,SKU_0019,31442,34373,0,0
2024-11-26,SKU_0019,30675,31442,0,0
2024-11-27,SKU_0019,29333,30675,0,0
2024-11-28,SKU_0019,27343,29333,0,0
2024-11-29,SKU_0019,26691,27343,0,0
2024-11-30,SKU_0019,26487,26691,0,0
2024-12-01,SKU_0019,25375,26487,0,0
2024-12-02,SKU_0019,24967,25375,0,0
2024-12-03,SKU_0019,24646,24967,0,0
2024-12-04,SKU_0019,24275,24646,0,0
2024-12-05,SKU_0019,23949,24275,0,0
2024-12-06,SKU_0019,23598,23949,0,0
2024-12-07,SKU_0019,23198,23598,0,0
2024-12-08,SKU_0019,22918,23198,0,0
2024-12-09,SKU_0019,21861,22918,0,0
2024-12-10,SKU_0019,21549,21861,0,0
2024-12-11,SKU_0019,21142,21549,0,0
2024-12-12,SKU_0019,20853,21142,0,0
2024-12-13,SKU_0019,19686,20853,0,0
2024-12-14,SKU_0019,18494,19686,0,0
2024-12-15,SKU_0019,18173,18494,0,0
2024-12-16,SKU_0019,17845,18173,0,0
2024-12-17,SKU_0019,17455,17845,0,0
2024-12-18,SKU_0019,17043,17455,0,0
2024-12-19,SKU_0019,16704,17043,0,0
2024-12-20,SKU_0019,16380,16704,0,0
2024-12-21,SKU_0019,16055,16380,0,0
2024-12-23,SKU_0019,15630,16055,0,0
2024-12-24,SKU_0019,14507,15630,0,0
2024-12-25,SKU_0019,35768,14507,1,22602
2024-12-26,SKU_0019,34765,35768,0,0
2024-12-27,SKU_0019,34339,34765,0,0
2024-12-28,SKU_0019,34000,34339,0,0
2024-12-29,SKU_0019,33577,34000,0,0
2024-12-30,SKU_0019,32403,33577,0,0
2024-12-31,SKU_0019,31260,32403,0,0
2022-01-01,SKU_0020,23752,8708,1,15368
2022-01-02,SKU_0020,23551,23752,0,0
2022-01-03,SKU_0020,23309,23551,0,0
2022-01-04,SKU_0020,23109,23309,0,0
2022-01-05,SKU_0020,22863,23109,0,0
2022-01-06,SKU_0020,22645,22863,0,0
2022-01-07,SKU_0020,22397,22645,0,0
2022-01-09,SKU_0020,22222,22397,0,0
2022-01-10,SKU_0020,21997,22222,0,0
2022-01-11,SKU_0020,21785,21997,0,0
2022-01-12,SKU_0020,21540,21785,0,0
2022-01-13,SKU_0020,21326,21540,0,0
2022-01-14,SKU_0020,21122,21326,0,0
2022-01-15,SKU_0020,20913,21122,0,0
2022-01-16,SKU_0020,20682,20913,0,0
2022-01-17,SKU_0020,20465,20682,0,0
2022-01-18,SKU_0020,20208,20465,0,0
2022-01-19,SKU_0020,19981,20208,0,0
2022-01-20,SKU_0020,19780,19981,0,0
2022-01-21,SKU_0020,19526,19780,0,0
2022-01-22,SKU_0020,19287,19526,0,0
2022-01-23,SKU_0020,19052,19287,0,0
2022-01-24,SKU_0020,18865,19052,0,0
2022-01-25,SKU_0020,18670,18865,0,0
2022-01-26,SKU_0020,18442,18670,0,0
2022-01-27,SKU_0020,18203,18442,0,0
2022-01-28,SKU_0020,17972,18203,0,0
2022-01-29,SKU_0020,17760,17972,0,0
2022-01-30,SKU_0020,17551,17760,0,0
2022-01-31,SKU_0020,17269,17551,0,0
2022-02-01,SKU_0020,16931,17269,0,0
2022-02-02,SKU_0020,16696,16931,0,0
2022-02-03,SKU_0020,16361,16696,0,0
2022-02-04,SKU_0020,16120,16361,0,0
2022-02-05,SKU_0020,15836,16120,0,0
2022-02-06,SKU_0020,15558,15836,0,0
2022-02-07,SKU_0020,15300,15558,0,0
2022-02-08,SKU_0020,14969,15300,0,0
2022-02-09,SKU_0020,14719,14969,0,0
2022-02-10,SKU_0020,14402,14719,0,0
2022-02-11,SKU_0020,14157,14402,0,0
2022-02-12,SKU_0020,13920,14157,0,0
2022-02-13,SKU_0020,13681,13920,0,0
2022-02-14,SKU_0020,13313,13681,0,0
2022-02-15,SKU_0020,12971,13313,0,0
2022-02-16,SKU_0020,12661,12971,0,0
2022-02-17,SKU_0020,12345,12661,0,0
2022-02-18,SKU_0020,12027,12345,0,0
2022-02-19,SKU_0020,11767,12027,0,0
2022-02-20,SKU_0020,11430,11767,0,0
2022-02-21,SKU_0020,11170,11430,0,0
2022-02-22,SKU_0020,10821,11170,0,0
2022-02-23,SKU_0020,10534,10821,0,0
2022-02-24,SKU_0020,10289,10534,0,0
2022-02-25,SKU_0020,10006,10289,0,0
2022-02-26,SKU_0020,9696,10006,0,0
2022-02-27,SKU_0020,9443,9696,0,0
2022-02-28,SKU_0020,24476,9443,1,15368
2022-03-01,SKU_0020,24140,24476,0,0
2022-03-02,SKU_0020,23770,24140,0,0
2022-03-04,SKU_0020,23468,23770,0,0
2022-03-05,SKU_0020,23205,23468,0,0
2022-03-06,SKU_0020,22904,23205,0,0
2022-03-07,SKU_0020,22532,22904,0,0
2022-03-08,SKU_0020,22181,22532,0,0
2022-03-09,SKU_0020,21403,22181,0,0
2022-03-10,SKU_0020,21092,21403,0,0
2022-03-11,SKU_0020,20825,21092,0,0
2022-03-12,SKU_0020,20040,20825,0,0
2022-03-13,SKU_0020,19306,20040,0,0
2022-03-14,SKU_0020,18912,19306,0,0
2022-03-15,SKU_0020,18529,18912,0,0
2022-03-16,SKU_0020,18240,18529,0,0
2022-03-17,SKU_0020,17894,18240,0,0
2022-03-18,SKU_0020,17599,17894,0,0
2022-03-19,SKU_0020,17322,17599,0,0
2022-03-20,SKU_0020,16929,17322,0,0
2022-03-21,SKU_0020,16603,16929,0,0
2022-03-22,SKU_0020,16274,16603,0,0
2022-03-23,SKU_0020,15949,16274,0,0
2022-03-24,SKU_0020,15624,15949,0,0
2022-03-25,SKU_0020,15251,15624,0,0
2022-03-26,SKU_0020,14950,15251,0,0
2022-03-27,SKU_0020,14636,14950,0,0
2022-03-28,SKU_0020,14273,14636,0,0
2022-03-29,SKU_0020,13872,14273,0,0
2022-03-30,SKU_0020,13549,13872,0,0
2022-03-31,SKU_0020,13169,13549,0,0
2022-04-01,SKU_0020,12842,13169,0,0
2022-04-02,SKU_0020,12529,12842,0,0
2022-04-03,SKU_0020,12265,12529,0,0
2022-04-04,SKU_0020,11908,12265,0,0
2022-04-05,SKU_0020,11546,11908,0,0
2022-04-06,SKU_0020,11217,11546,0,0
2022-04-08,SKU_0020,10886,11217,0,0
2022-04-09,SKU_0020,10486,10886,0,0
2022-04-10,SKU_0020,10115,10486,0,0
2022-04-11,SKU_0020,9760,10115,0,0
2022-04-12,SKU_0020,9432,9760,0,0
2022-04-13,SKU_0020,24490,9432,1,15368
2022-04-14,SKU_0020,24177,24490,0,0
2022-04-15,SKU_0020,23808,24177,0,0
2022-04-17,SKU_0020,23348,23808,0,0
2022-04-18,SKU_0020,23029,23348,0,0
2022-04-19,SKU_0020,22654,23029,0,0
2022-04-20,SKU_0020,22389,22654,0,0
2022-04-21,SKU_0020,22091,22389,0,0
2022-04-22,SKU_0020,21719,22091,0,0
2022-04-23,SKU_0020,21391,21719,0,0
2022-04-24,SKU_0020,21102,21391,0,0
2022-04-25,SKU_0020,20737,21102,0,0
2022-04-26,SKU_0020,20422,20737,0,0
2022-04-27,SKU_0020,20063,20422,0,0
2022-04-28,SKU_0020,19692,20063,0,0
2022-04-30,SKU_0020,19398,19692,0,0
2022-05-01,SKU_0020,19142,19398,0,0
2022-05-02,SKU_0020,18502,19142,0,0
2022-05-03,SKU_0020,17730,18502,0,0
2022-05-04,SKU_0020,17468,17730,0,0
2022-05-05,SKU_0020,16903,17468,0,0
2022-05-06,SKU_0020,16325,16903,0,0
2022-05-07,SKU_0020,15786,16325,0,0
2022-05-08,SKU_0020,15013,15786,0,0
2022-05-10,SKU_0020,14782,15013,0,0
2022-05-12,SKU_0020,14520,14782,0,0
2022-05-13,SKU_0020,14281,14520,0,0
2022-05-14,SKU_0020,14032,14281,0,0
2022-05-15,SKU_0020,13777,14032,0,0
2022-05-17,SKU_0020,13529,13777,0,0
2022-05-18,SKU_0020,13271,13529,0,0
2022-05-19,SKU_0020,13019,13271,0,0
2022-05-20,SKU_0020,12789,13019,0,0
2022-05-21,SKU_0020,12485,12789,0,0
2022-05-22,SKU_0020,12193,12485,0,0
2022-05-23,SKU_0020,11928,12193,0,0
2022-05-24,SKU_0020,11656,11928,0,0
2022-05-25,SKU_0020,11354,11656,0,0
2022-05-26,SKU_0020,11068,11354,0,0
2022-05-27,SKU_0020,10864,11068,0,0
2022-05-28,SKU_0020,10658,10864,0,0
2022-05-29,SKU_0020,10273,10658,0,0
2022-05-30,SKU_0020,9902,10273,0,0
2022-05-31,SKU_0020,9448,9902,0,0
2022-06-01,SKU_0020,9295,9448,0,0
2022-06-02,SKU_0020,24445,9295,1,15368
2022-06-03,SKU_0020,24273,24445,0,0
2022-06-04,SKU_0020,24096,24273,0,0
2022-06-05,SKU_0020,23937,24096,0,0
2022-06-06,SKU_0020,23742,23937,0,0
2022-06-07,SKU_0020,23540,23742,0,0
2022-06-08,SKU_0020,23357,23540,0,0
2022-06-09,SKU_0020,23171,23357,0,0
2022-06-11,SKU_0020,22966,23171,0,0
2022-06-12,SKU_0020,22771,22966,0,0
2022-06-16,SKU_0020,22618,22771,0,0
2022-06-17,SKU_0020,22430,22618,0,0
2022-06-18,SKU_0020,22271,22430,0,0
2022-06-19,SKU_0020,22112,22271,0,0
2022-06-20,SKU_0020,21919,22112,0,0
2022-06-21,SKU_0020,21739,21919,0,0
2022-06-22,SKU_0020,21596,21739,0,0
2022-06-23,SKU_0020,21445,21596,0,0
2022-06-25,SKU_0020,21276,21445,0,0
2022-06-26,SKU_0020,21124,21276,0,0
2022-06-28,SKU_0020,20722,21124,0,0
2022-06-29,SKU_0020,20540,20722,0,0
2022-06-30,SKU_0020,20118,20540,0,0
2022-07-01,SKU_0020,19875,20118,0,0
2022-07-02,SKU_0020,19752,19875,0,0
2022-07-03,SKU_0020,19467,19752,0,0
2022-07-04,SKU_0020,19301,19467,0,0
2022-07-05,SKU_0020,19183,19301,0,0
2022-07-06,SKU_0020,19077,19183,0,0
2022-07-07,SKU_0020,18990,19077,0,0
2022-07-08,SKU_0020,18892,18990,0,0
2022-07-09,SKU_0020,18802,18892,0,0
2022-07-10,SKU_0020,18693,18802,0,0
2022-07-11,SKU_0020,18584,18693,0,0
2022-07-12,SKU_0020,18480,18584,0,0
2022-07-13,SKU_0020,18360,18480,0,0
2022-07-14,SKU_0020,18239,18360,0,0
2022-07-15,SKU_0020,18149,18239,0,0
2022-07-16,SKU_0020,18059,18149,0,0
2022-07-17,SKU_0020,17956,18059,0,0
2022-07-18,SKU_0020,17856,17956,0,0
2022-07-19,SKU_0020,17752,17856,0,0
2022-07-20,SKU_0020,17653,17752,0,0
2022-07-21,SKU_0020,17532,17653,0,0
2022-07-22,SKU_0020,17421,17532,0,0
2022-07-23,SKU_0020,17326,17421,0,0
2022-07-24,SKU_0020,17214,17326,0,0
2022-07-25,SKU_0020,17121,17214,0,0
2022-07-26,SKU_0020,17032,17121,0,0
2022-07-27,SKU_0020,16918,17032,0,0
2022-07-28,SKU_0020,16809,16918,0,0
2022-07-29,SKU_0020,16720,16809,0,0
2022-07-30,SKU_0020,16613,16720,0,0
2022-07-31,SKU_0020,16513,16613,0,0
2022-08-01,SKU_0020,16450,16513,0,0
2022-08-02,SKU_0020,16388,16450,0,0
2022-08-03,SKU_0020,16325,16388,0,0
2022-08-04,SKU_0020,16265,16325,0,0
2022-08-05,SKU_0020,16207,16265,0,0
2022-08-07,SKU_0020,16145,16207,0,0
2022-08-08,SKU_0020,15975,16145,0,0
2022-08-09,SKU_0020,15838,15975,0,0
2022-08-10,SKU_0020,15688,15838,0,0
2022-08-11,SKU_0020,15633,15688,0,0
